Inlet data for Vogel-Eaton BF step as inlet4.dat but in new format and with w scaled from DNS
1201
               0                0
          0.0001       0.00477591
     0.000195054       0.00931563
     0.000290109        0.0138554
     0.000385164        0.0183951
     0.000480218        0.0229348
     0.000575273        0.0274745
     0.000670327        0.0320142
     0.000765382        0.0365539
     0.000860436        0.0410937
     0.000955491        0.0456334
      0.00105054        0.0501731
       0.0011456        0.0547128
      0.00124065        0.0592525
      0.00133571        0.0637923
      0.00143076         0.068332
      0.00152582        0.0728717
      0.00162087        0.0774114
      0.00171593        0.0819511
      0.00181098        0.0864908
      0.00190604        0.0910306
      0.00200109        0.0955703
      0.00209615          0.10011
       0.0021912          0.10465
      0.00228625         0.109189
      0.00238131         0.113729
      0.00247636         0.118269
      0.00257142         0.122809
      0.00266647         0.127348
      0.00276153         0.131888
      0.00285658         0.136428
      0.00295164         0.140967
      0.00304669         0.145507
      0.00314175         0.150047
       0.0032368         0.154587
      0.00333185         0.159126
      0.00342691         0.163666
      0.00352196         0.168206
      0.00361702         0.172745
      0.00371207         0.177285
      0.00380713         0.181825
      0.00390218         0.186365
      0.00399724         0.190904
      0.00409229         0.195444
      0.00418735         0.199984
       0.0042824         0.204524
      0.00437745         0.209063
      0.00447251         0.213603
      0.00456756         0.218143
      0.00466262         0.222682
      0.00475767         0.227222
      0.00485273         0.231762
      0.00494778         0.236302
      0.00504284         0.240841
      0.00513789         0.245381
      0.00523295         0.249921
        0.005328          0.25446
      0.00542305            0.259
      0.00551811          0.26354
      0.00561316          0.26808
      0.00570822         0.272619
      0.00580327         0.277159
      0.00589833         0.281699
      0.00599338         0.286239
      0.00608843         0.290778
      0.00618349         0.295318
      0.00627854         0.299858
       0.0063736         0.304397
      0.00646865         0.308937
      0.00656371         0.313477
      0.00665876         0.318016
      0.00675382         0.322556
      0.00684887         0.327096
      0.00694393         0.331636
      0.00703898         0.336175
      0.00713404         0.340715
      0.00722909         0.345255
      0.00732414         0.349795
       0.0074192         0.354334
      0.00751425         0.358874
      0.00760931         0.363414
      0.00770436         0.367953
      0.00779942         0.372493
      0.00789447         0.377033
      0.00798953         0.381573
      0.00808458         0.386112
      0.00817963         0.390652
      0.00827469         0.395192
      0.00836974         0.399732
       0.0084648         0.404271
      0.00855985         0.408811
      0.00865491         0.413351
      0.00874996          0.41789
      0.00884502          0.42243
      0.00894007          0.42697
      0.00903513         0.431509
      0.00913018         0.436049
      0.00922524         0.440589
      0.00932029         0.445129
      0.00941534         0.449668
       0.0095104         0.454208
       0.0134994         0.491511
       0.0174883         0.517601
       0.0214773         0.538314
       0.0254662         0.555496
       0.0294552          0.57018
       0.0334441         0.583004
       0.0374331          0.59439
       0.0414221          0.60463
        0.045411         0.613935
          0.0494         0.622465
       0.0533889          0.63034
       0.0573779         0.637655
       0.0613668         0.644487
       0.0653558         0.650896
       0.0693448         0.656934
       0.0733337         0.662642
       0.0773227         0.668056
       0.0813116         0.673206
       0.0853006         0.678117
       0.0892895         0.682811
       0.0932785         0.687309
       0.0972675         0.691626
        0.101256         0.695778
        0.105245         0.699777
        0.109234         0.703636
        0.113223         0.707365
        0.117212         0.710972
        0.121201         0.714467
         0.12519         0.717856
        0.129179         0.721147
        0.133168         0.724346
        0.137157         0.727459
        0.141146          0.73049
        0.145135         0.733445
        0.149124         0.736327
        0.153113         0.739142
        0.157102         0.741891
        0.161091          0.74458
         0.16508          0.74721
        0.169069         0.749786
        0.173058         0.752309
        0.177047         0.754783
        0.181036         0.757209
        0.185025          0.75959
        0.189014         0.761927
        0.193002         0.764224
        0.196991         0.766481
         0.20098           0.7687
        0.204969         0.770883
        0.208958         0.773032
        0.212947         0.775147
        0.216936         0.777231
        0.220925         0.779283
        0.224914         0.781307
        0.228903         0.783302
        0.232892          0.78527
        0.236881         0.787212
         0.24087         0.789128
        0.244859          0.79102
        0.248848         0.792889
        0.252837         0.794735
        0.256826         0.796559
        0.260815         0.798362
        0.264804         0.800145
        0.268793         0.801907
        0.272782         0.803651
         0.27677         0.805376
        0.280759         0.807083
        0.284748         0.808773
        0.288737         0.810446
        0.292726         0.812102
        0.296715         0.813743
        0.300704         0.815368
        0.304693         0.816979
        0.308682         0.818574
        0.312671         0.820156
         0.31666         0.821724
        0.320649         0.823279
        0.324638          0.82482
        0.328627         0.826349
        0.332616         0.827866
        0.336605          0.82937
        0.340594         0.830863
        0.344583         0.832345
        0.348572         0.833815
        0.352561         0.835274
         0.35655         0.836723
        0.360539         0.838162
        0.364528          0.83959
        0.368517         0.841008
        0.372505         0.842417
        0.376495         0.843816
        0.380483         0.845206
        0.384472         0.846587
        0.388461         0.847958
         0.39245         0.849321
        0.396439         0.850676
        0.400428         0.852022
        0.404417          0.85336
        0.408406          0.85469
        0.412395         0.856012
        0.416384         0.857326
        0.420373         0.858632
        0.424362         0.859931
        0.428351         0.861223
         0.43234         0.862507
        0.436329         0.863784
        0.440318         0.865054
        0.444307         0.866317
        0.448296         0.867573
        0.452285         0.868822
        0.456274         0.870065
        0.460263         0.871301
        0.464251         0.872531
        0.468241         0.873754
        0.472229         0.874971
        0.476218         0.876182
        0.480207         0.877386
        0.484196         0.878584
        0.488185         0.879777
        0.492174         0.880963
        0.496163         0.882144
        0.500152         0.883318
        0.504141         0.884487
         0.50813          0.88565
        0.512119         0.886807
        0.516108         0.887959
        0.520097         0.889105
        0.524086         0.890245
        0.528075          0.89138
        0.532064          0.89251
        0.536053         0.893634
        0.540042         0.894752
        0.544031         0.895866
         0.54802         0.896974
        0.552009         0.898076
        0.555998         0.899174
        0.559987         0.900266
        0.563975         0.901353
        0.567964         0.902434
        0.571953         0.903511
        0.575942         0.904582
        0.579931         0.905648
         0.58392         0.906709
        0.587909         0.907765
        0.591898         0.908816
        0.595887         0.909861
        0.599876         0.910902
        0.603865         0.911938
        0.607854         0.912968
        0.611843         0.913994
        0.615832         0.915014
        0.619821          0.91603
         0.62381          0.91704
        0.627799         0.918046
        0.631788         0.919046
        0.635777         0.920041
        0.639766         0.921032
        0.643755         0.922017
        0.647744         0.922998
        0.651733         0.923973
        0.655721         0.924944
         0.65971         0.925909
        0.663699          0.92687
        0.667688         0.927825
        0.671677         0.928776
        0.675666         0.929722
        0.679655         0.930662
        0.683644         0.931598
        0.687633         0.932528
        0.691622         0.933454
        0.695611         0.934374
          0.6996          0.93529
        0.703589           0.9362
        0.707578         0.937106
        0.711567         0.938006
        0.715556         0.938901
        0.719545         0.939792
        0.723534         0.940677
        0.727523         0.941557
        0.731512         0.942432
        0.735501         0.943302
         0.73949         0.944167
        0.743479         0.945026
        0.747467         0.945881
        0.751456          0.94673
        0.755445         0.947575
        0.759434         0.948414
        0.763423         0.949248
        0.767412         0.950077
        0.771401           0.9509
         0.77539         0.951719
        0.779379         0.952532
        0.783368          0.95334
        0.787357         0.954143
        0.791346          0.95494
        0.795335         0.955732
        0.799324         0.956519
        0.803313         0.957301
        0.807302         0.958078
        0.811291         0.958849
         0.81528         0.959614
        0.819269         0.960375
        0.823258          0.96113
        0.827247          0.96188
        0.831236         0.962624
        0.835225         0.963363
        0.839213         0.964097
        0.843202         0.964825
        0.847191         0.965548
         0.85118         0.966266
        0.855169         0.966978
        0.859158         0.967684
        0.863147         0.968386
        0.867136         0.969081
        0.871125         0.969771
        0.875114         0.970456
        0.879103         0.971135
        0.883092         0.971809
        0.887081         0.972477
         0.89107          0.97314
        0.895059         0.973797
        0.899048         0.974449
        0.903037         0.975095
        0.907026         0.975736
        0.911015         0.976371
        0.915004            0.977
        0.918993         0.977624
        0.922982         0.978243
        0.926971         0.978855
         0.93096         0.979462
        0.934948         0.980064
        0.938937          0.98066
        0.942926          0.98125
        0.946915         0.981835
        0.950904         0.982414
        0.954893         0.982987
        0.958882         0.983555
        0.962871         0.984117
         0.96686         0.984673
        0.970849         0.985224
        0.974838         0.985769
        0.978827         0.986309
        0.982816         0.986843
        0.986805         0.987371
        0.990794         0.987893
        0.994783          0.98841
        0.998772         0.988922
         1.00276         0.989427
         1.00675         0.989927
         1.01074         0.990421
         1.01473         0.990909
         1.01872         0.991392
         1.02271         0.991869
         1.02669         0.992341
         1.03068         0.992807
         1.03467         0.993267
         1.03866         0.993721
         1.04265          0.99417
         1.04664         0.994613
         1.05063         0.995051
         1.05462         0.995483
         1.05861         0.995909
         1.06259         0.996329
         1.06658         0.996745
         1.07057         0.997154
         1.07456         0.997557
         1.07855         0.997955
         1.08254         0.998348
         1.08653         0.998735
         1.09052         0.999116
         1.09451         0.999492
          1.0985         0.999862
         1.10248                1
         1.10647                1
         1.11046                1
         1.11445                1
         1.11844                1
         1.12243                1
         1.12642                1
         1.13041                1
          1.1344                1
         1.13838                1
         1.14237                1
         1.14636                1
         1.15035                1
         1.15434                1
         1.15833                1
         1.16232                1
         1.16631                1
          1.1703                1
         1.17429                1
         1.17827                1
         1.18226                1
         1.18625                1
         1.19024                1
         1.19423                1
         1.19822                1
         1.20221                1
          1.2062                1
         1.21019                1
         1.21418                1
         1.21816                1
         1.22215                1
         1.22614                1
         1.23013                1
         1.23412                1
         1.23811                1
          1.2421                1
         1.24609                1
         1.25008                1
         1.25406                1
         1.25805                1
         1.26204                1
         1.26603                1
         1.27002                1
         1.27401                1
           1.278                1
         1.28199                1
         1.28598                1
         1.28997                1
         1.29395                1
         1.29794                1
         1.30193                1
         1.30592                1
         1.30991                1
          1.3139                1
         1.31789                1
         1.32188                1
         1.32587                1
         1.32986                1
         1.33384                1
         1.33783                1
         1.34182                1
         1.34581                1
          1.3498                1
         1.35379                1
         1.35778                1
         1.36177                1
         1.36576                1
         1.36974                1
         1.37373                1
         1.37772                1
         1.38171                1
          1.3857                1
         1.38969                1
         1.39368                1
         1.39767                1
         1.40166                1
         1.40565                1
         1.40963                1
         1.41362                1
         1.41761                1
          1.4216                1
         1.42559                1
         1.42958                1
         1.43357                1
         1.43756                1
         1.44155                1
         1.44554                1
         1.44952                1
         1.45351                1
          1.4575                1
         1.46149                1
         1.46548                1
         1.46947                1
         1.47346                1
         1.47745                1
         1.48144                1
         1.48542                1
         1.48941                1
          1.4934                1
         1.49739                1
         1.50138                1
         1.50537                1
         1.50936                1
         1.51335                1
         1.51734                1
         1.52133                1
         1.52531                1
          1.5293                1
         1.53329                1
         1.53728                1
         1.54127                1
         1.54526                1
         1.54925                1
         1.55324                1
         1.55723                1
         1.56122                1
          1.5652                1
         1.56919                1
         1.57318                1
         1.57717                1
         1.58116                1
         1.58515                1
         1.58914                1
         1.59313                1
         1.59712                1
          1.6011                1
         1.60509                1
         1.60908                1
         1.61307                1
         1.61706                1
         1.62105                1
         1.62504                1
         1.62903                1
         1.63302                1
         1.63701                1
         1.64099                1
         1.64498                1
         1.64897                1
         1.65296                1
         1.65695                1
         1.66094                1
         1.66493                1
         1.66892                1
         1.67291                1
         1.67689                1
         1.68088                1
         1.68487                1
         1.68886                1
         1.69285                1
         1.69684                1
         1.70083                1
         1.70482                1
         1.70881                1
          1.7128                1
         1.71678                1
         1.72077                1
         1.72476                1
         1.72875                1
         1.73274                1
         1.73673                1
         1.74072                1
         1.74471                1
          1.7487                1
         1.75269                1
         1.75667                1
         1.76066                1
         1.76465                1
         1.76864                1
         1.77263                1
         1.77662                1
         1.78061                1
          1.7846                1
         1.78859                1
         1.79257                1
         1.79656                1
         1.80055                1
         1.80454                1
         1.80853                1
         1.81252                1
         1.81651                1
          1.8205                1
         1.82449                1
         1.82848                1
         1.83246                1
         1.83645                1
         1.84044                1
         1.84443                1
         1.84842                1
         1.85241                1
          1.8564                1
         1.86039                1
         1.86437                1
         1.86836                1
         1.87235                1
         1.87634                1
         1.88033                1
         1.88432                1
         1.88831                1
          1.8923                1
         1.89629                1
         1.90028                1
         1.90427                1
         1.90825                1
         1.91224                1
         1.91623                1
         1.92022                1
         1.92421                1
          1.9282                1
         1.93219                1
         1.93618                1
         1.94017                1
         1.94416                1
         1.94814                1
         1.95213                1
         1.95612                1
         1.96011                1
          1.9641                1
         1.96809                1
         1.97208                1
         1.97607                1
         1.98005                1
         1.98404                1
         1.98803                1
         1.99202                1
         1.99601                1
               2                1
               3                1
             3.5                1
         3.50099                1
         3.50198                1
         3.50296                1
         3.50395                1
         3.50494                1
         3.50593                1
         3.50691                1
          3.5079                1
         3.50889                1
         3.50988                1
         3.51087                1
         3.51185                1
         3.51284                1
         3.51383                1
         3.51482                1
         3.51581                1
